2025-01-13 00:00:00,108,111,13
2025-01-13 00:01:00,139,111,14
2025-01-13 00:02:00,118,117,24
2025-01-13 00:03:00,114,110,12
2025-01-13 00:04:00,144,138,17
2025-01-13 00:05:00,126,97,9
2025-01-13 00:06:00,107,105,8
2025-01-13 00:07:00,121,105,7
2025-01-13 00:08:00,116,102,12
2025-01-13 00:09:00,126,107,9
2025-01-13 00:10:00,123,120,16
2025-01-13 00:11:00,123,117,17
2025-01-13 00:12:00,114,96,13
2025-01-13 00:13:00,114,121,18
2025-01-13 00:14:00,126,115,14
2025-01-13 00:15:00,110,118,15
2025-01-13 00:16:00,127,122,20
2025-01-13 00:17:00,120,104,7
2025-01-13 00:18:00,113,92,7
2025-01-13 00:19:00,120,125,12
2025-01-13 00:20:00,141,107,15
2025-01-13 00:21:00,122,94,9
2025-01-13 00:22:00,127,105,14
2025-01-13 00:23:00,94,95,12
2025-01-13 00:24:00,106,94,10
2025-01-13 00:25:00,144,104,16
2025-01-13 00:26:00,115,87,9
2025-01-13 00:27:00,115,110,17
2025-01-13 00:28:00,108,92,16
2025-01-13 00:29:00,107,83,12
2025-01-13 00:30:00,120,96,10
2025-01-13 00:31:00,107,97,11
2025-01-13 00:32:00,117,95,11
2025-01-13 00:33:00,126,124,12
2025-01-13 00:34:00,106,107,16
2025-01-13 00:35:00,108,111,16
2025-01-13 00:36:00,126,113,11
2025-01-13 00:37:00,108,113,17
2025-01-13 00:38:00,108,110,11
2025-01-13 00:39:00,125,117,19
2025-01-13 00:40:00,111,112,11
2025-01-13 00:41:00,126,94,8
2025-01-13 00:42:00,123,108,15
2025-01-13 00:43:00,122,109,16
2025-01-13 00:44:00,130,95,11
2025-01-13 00:45:00,108,104,14
2025-01-13 00:46:00,119,110,12
2025-01-13 00:47:00,122,104,14
2025-01-13 00:48:00,107,107,16
2025-01-13 00:49:00,114,111,12
2025-01-13 00:50:00,133,110,13
2025-01-13 00:51:00,113,100,12
2025-01-13 00:52:00,123,114,17
2025-01-13 00:53:00,116,111,16
2025-01-13 00:54:00,117,96,13
2025-01-13 00:55:00,131,108,18
2025-01-13 00:56:00,134,107,16
2025-01-13 00:57:00,110,109,15
2025-01-13 00:58:00,114,110,16
2025-01-13 00:59:00,115,92,17
2025-01-13 01:00:00,106,116,12
2025-01-13 01:01:00,117,103,12
2025-01-13 01:02:00,112,101,8
2025-01-13 01:03:00,126,113,20
2025-01-13 01:04:00,109,115,15
2025-01-13 01:05:00,127,107,9
2025-01-13 01:06:00,114,101,13
2025-01-13 01:07:00,107,84,9
2025-01-13 01:08:00,120,88,12
2025-01-13 01:09:00,111,90,9
2025-01-13 01:10:00,129,121,13
2025-01-13 01:11:00,110,108,11
2025-01-13 01:12:00,127,125,17
2025-01-13 01:13:00,108,112,15
2025-01-13 01:14:00,106,127,10
2025-01-13 01:15:00,148,112,25
2025-01-13 01:16:00,121,110,14
2025-01-13 01:17:00,132,112,14
2025-01-13 01:18:00,110,107,11
2025-01-13 01:19:00,133,105,17
2025-01-13 01:20:00,114,115,18
2025-01-13 01:21:00,120,115,16
2025-01-13 01:22:00,131,108,17
2025-01-13 01:23:00,114,91,9
2025-01-13 01:24:00,116,108,15
2025-01-13 01:25:00,135,122,13
2025-01-13 01:26:00,116,101,8
2025-01-13 01:27:00,125,106,18
2025-01-13 01:28:00,127,105,18
2025-01-13 01:29:00,120,118,12
2025-01-13 01:30:00,134,103,12
2025-01-13 01:31:00,140,132,17
2025-01-13 01:32:00,95,102,6
2025-01-13 01:33:00,106,113,8
2025-01-13 01:34:00,145,115,22
2025-01-13 01:35:00,106,110,11
2025-01-13 01:36:00,121,106,9
2025-01-13 01:37:00,123,100,12
2025-01-13 01:38:00,112,99,16
2025-01-13 01:39:00,101,129,12
2025-01-13 01:40:00,110,101,9
2025-01-13 01:41:00,115,116,16
2025-01-13 01:42:00,125,106,14
2025-01-13 01:43:00,138,101,19
2025-01-13 01:44:00,114,92,10
2025-01-13 01:45:00,121,121,21
2025-01-13 01:46:00,121,108,14
2025-01-13 01:47:00,115,121,14
2025-01-13 01:48:00,115,110,11
