2025-01-09 00:00:00,99,108,13
2025-01-09 00:01:00,133,108,14
2025-01-09 00:02:00,126,133,17
2025-01-09 00:03:00,128,121,21
2025-01-09 00:04:00,116,103,14
2025-01-09 00:05:00,109,101,11
2025-01-09 00:06:00,127,119,22
2025-01-09 00:07:00,117,116,12
2025-01-09 00:08:00,129,118,12
2025-01-09 00:09:00,125,120,20
2025-01-09 00:10:00,112,120,13
2025-01-09 00:11:00,125,117,13
2025-01-09 00:12:00,116,106,16
2025-01-09 00:13:00,109,96,10
2025-01-09 00:14:00,117,116,17
2025-01-09 00:15:00,133,109,12
2025-01-09 00:16:00,130,111,21
2025-01-09 00:17:00,128,117,21
2025-01-09 00:18:00,103,110,14
2025-01-09 00:19:00,136,103,15
2025-01-09 00:20:00,137,124,14
2025-01-09 00:21:00,142,111,17
2025-01-09 00:22:00,141,119,20
2025-01-09 00:23:00,122,99,11
2025-01-09 00:24:00,93,121,14
2025-01-09 00:25:00,102,104,10
2025-01-09 00:26:00,130,107,15
2025-01-09 00:27:00,130,117,10
2025-01-09 00:28:00,128,106,13
2025-01-09 00:29:00,117,126,10
2025-01-09 00:30:00,115,101,16
2025-01-09 00:31:00,107,102,16
2025-01-09 00:32:00,118,111,17
2025-01-09 00:33:00,106,119,10
2025-01-09 00:34:00,120,121,11
2025-01-09 00:35:00,124,106,16
2025-01-09 00:36:00,132,121,22
2025-01-09 00:37:00,133,126,17
2025-01-09 00:38:00,112,107,17
2025-01-09 00:39:00,121,129,18
2025-01-09 00:40:00,135,116,20
2025-01-09 00:41:00,108,107,14
2025-01-09 00:42:00,102,133,13
2025-01-09 00:43:00,114,120,18
2025-01-09 00:44:00,109,116,17
2025-01-09 00:45:00,119,101,19
2025-01-09 00:46:00,117,118,20
2025-01-09 00:47:00,114,105,15
2025-01-09 00:48:00,114,117,10
2025-01-09 00:49:00,118,113,12
2025-01-09 00:50:00,129,124,19
2025-01-09 00:51:00,147,108,16
2025-01-09 00:52:00,117,110,17
2025-01-09 00:53:00,143,116,14
2025-01-09 00:54:00,139,142,29
2025-01-09 00:55:00,112,106,14
2025-01-09 00:56:00,95,111,7
2025-01-09 00:57:00,102,115,11
2025-01-09 00:58:00,145,107,12
2025-01-09 00:59:00,124,109,11
2025-01-09 01:00:00,115,108,11
2025-01-09 01:01:00,119,114,10
2025-01-09 01:02:00,120,87,13
2025-01-09 01:03:00,139,105,14
2025-01-09 01:04:00,103,113,10
2025-01-09 01:05:00,113,108,15
2025-01-09 01:06:00,122,110,12
2025-01-09 01:07:00,114,112,12
2025-01-09 01:08:00,112,105,11
