2025-01-07 00:00:00,115,103,11
2025-01-07 00:01:00,112,116,17
2025-01-07 00:02:00,114,107,14
2025-01-07 00:03:00,118,114,10
2025-01-07 00:04:00,134,92,19
2025-01-07 00:05:00,121,125,18
2025-01-07 00:06:00,119,115,18
2025-01-07 00:07:00,132,113,14
2025-01-07 00:08:00,119,95,17
2025-01-07 00:09:00,116,99,10
2025-01-07 00:10:00,119,106,13
2025-01-07 00:11:00,117,125,18
2025-01-07 00:12:00,143,131,16
2025-01-07 00:13:00,108,87,11
2025-01-07 00:14:00,124,95,11
2025-01-07 00:15:00,127,111,16
2025-01-07 00:16:00,114,105,14
2025-01-07 00:17:00,109,118,7
2025-01-07 00:18:00,124,98,16
2025-01-07 00:19:00,148,132,24
2025-01-07 00:20:00,119,117,13
2025-01-07 00:21:00,124,116,15
2025-01-07 00:22:00,129,113,11
2025-01-07 00:23:00,124,100,12
2025-01-07 00:24:00,122,117,17
2025-01-07 00:25:00,138,115,16
2025-01-07 00:26:00,118,101,10
2025-01-07 00:27:00,158,118,15
2025-01-07 00:28:00,139,99,5
2025-01-07 00:29:00,113,97,10
2025-01-07 00:30:00,135,107,13
2025-01-07 00:31:00,102,120,18
2025-01-07 00:32:00,120,129,20
2025-01-07 00:33:00,132,129,18
2025-01-07 00:34:00,114,107,15
2025-01-07 00:35:00,124,123,14
2025-01-07 00:36:00,114,99,5
2025-01-07 00:37:00,131,134,16
2025-01-07 00:38:00,132,96,17
2025-01-07 00:39:00,118,86,11
2025-01-07 00:40:00,125,111,14
2025-01-07 00:41:00,124,118,21
2025-01-07 00:42:00,120,111,15
2025-01-07 00:43:00,126,99,15
2025-01-07 00:44:00,122,122,16
2025-01-07 00:45:00,129,109,14
2025-01-07 00:46:00,103,104,14
2025-01-07 00:47:00,118,116,14
2025-01-07 00:48:00,142,114,17
2025-01-07 00:49:00,110,86,11
2025-01-07 00:50:00,132,111,11
2025-01-07 00:51:00,116,95,10
2025-01-07 00:52:00,109,116,12
2025-01-07 00:53:00,149,120,25
2025-01-07 00:54:00,124,114,15
2025-01-07 00:55:00,120,108,10
2025-01-07 00:56:00,120,114,13
2025-01-07 00:57:00,132,120,24
2025-01-07 00:58:00,131,97,19
2025-01-07 00:59:00,127,112,17
2025-01-07 01:00:00,111,95,15
2025-01-07 01:01:00,134,108,14
2025-01-07 01:02:00,107,121,17
2025-01-07 01:03:00,112,121,9
2025-01-07 01:04:00,129,120,12
2025-01-07 01:05:00,123,115,17
2025-01-07 01:06:00,89,109,13
2025-01-07 01:07:00,122,124,12
2025-01-07 01:08:00,128,127,16
2025-01-07 01:09:00,116,112,16
