0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,24,17,0
51,34,22,0
52,39,26,0
53,25,20,0
54,24,31,0
55,32,26,0
56,17,25,0
57,26,15,0
58,32,21,0
59,39,23,0
60,28,16,0
61,19,19,0
62,19,25,0
63,24,12,0
64,31,33,0
65,15,17,0
66,23,23,0
67,27,27,0
68,30,26,0
69,21,15,0
70,32,21,0
71,28,30,0
72,18,22,0
73,21,17,1
74,26,20,0
75,23,18,1
76,35,28,0
77,10,13,0
78,24,22,0
79,22,17,0
80,23,19,0
81,20,22,0
82,35,25,0
83,19,11,0
84,25,23,0
85,12,21,0
86,26,24,0
87,10,12,0
88,14,21,0
89,23,21,0
90,26,23,0
91,16,16,0
92,19,19,0
93,11,15,0
94,23,14,0
95,14,16,0
96,19,21,0
97,17,13,0
98,19,23,0
99,16,11,0
100,16,19,0
101,12,18,0
102,12,15,0
103,10,15,0
104,20,15,0
105,17,18,0
106,15,19,0
107,8,17,0
108,17,18,0
109,15,5,0
110,16,17,0
111,16,12,0
112,21,12,0
113,13,14,0
114,21,13,0
115,11,10,0
116,14,10,0
117,11,10,0
118,7,15,0
119,12,15,0
120,17,15,0
121,21,12,0
122,12,12,0
123,17,12,0
124,14,13,0
125,10,6,0
126,18,10,0
127,45,39,0
128,12,9,0
129,11,9,0
130,18,12,1
131,13,11,0
132,16,14,0
133,10,7,0
134,13,7,0
135,9,7,0
136,19,10,0
137,14,10,0
138,8,6,0
139,8,7,0
140,17,8,0
141,10,5,0
142,9,4,0
143,13,6,0
144,17,8,0
145,13,7,0
146,10,10,0
147,11,8,0
148,9,4,0
149,9,8,0
150,10,10,0
151,7,7,0
152,12,3,0
153,10,5,1
154,11,5,0
155,8,9,0
156,10,4,0
157,3,8,0
158,11,7,0
159,4,4,0
160,11,5,1
161,7,5,0
162,4,4,0
163,3,8,1
164,5,8,0
165,5,9,0
166,11,7,0
167,7,8,0
168,5,1,0
169,10,3,0
170,7,10,0
171,8,6,0
172,8,8,0
173,4,10,0
174,7,4,0
175,6,1,0
176,7,2,0
177,7,4,0
178,7,1,1
179,6,6,0
180,2,4,0
181,5,3,0
182,2,4,0
183,3,2,0
184,5,1,0
185,5,2,0
186,8,5,0
187,7,3,0
188,1,0,0
189,6,3,0
190,6,10,1
191,8,2,0
192,6,2,0
193,9,4,0
194,8,3,0
195,4,1,0
196,8,4,0
197,4,2,0
198,9,6,0
199,8,1,0
200,9,2,0
201,7,4,1
202,9,2,1
203,3,3,0
204,6,6,0
205,9,4,0
206,4,2,0
207,5,2,0
208,8,6,0
209,2,5,0
210,6,6,0
211,7,5,0
212,6,4,0
213,3,5,1
214,8,2,1
215,9,5,0
216,2,1,0
217,7,3,0
218,4,6,1
219,6,3,0
220,5,6,0
221,3,1,0
222,5,5,1
223,7,6,0
224,7,7,0
225,4,3,0
226,3,3,1
227,4,0,1
228,4,5,0
229,7,4,0
230,6,5,0
231,4,5,2
232,5,4,1
233,7,3,0
234,3,2,1
