2024-07-04 00:02:14,5,65,18.3,76,16.7,1001.5,992.9,0.7,1,4,119.7,0
2024-07-04 00:07:14,5,65,18.3,77,16.6,1001.3,992.7,1,1.4,4,119.7,0
2024-07-04 00:12:14,5,65,18.2,77,16.4,1001.6,993,0.7,1.4,4,119.7,0
2024-07-04 00:17:14,5,64,18.2,77,16.3,1001.6,993,1,1.7,14,119.7,0
2024-07-04 00:22:14,5,64,18.2,78,16.2,1001.6,993,0.7,1.4,3,119.7,0
2024-07-04 00:27:14,5,64,18.2,78,16.1,1001.5,992.9,0.7,1,4,119.7,0
2024-07-04 00:32:14,5,64,18.1,78,16,1001.8,993.2,0.7,1,6,119.7,0
2024-07-04 00:37:14,5,64,18.1,79,15.9,1001.7,993.1,0.7,1,4,119.7,0
2024-07-04 00:42:14,5,64,18.1,79,15.7,1001.6,993,1,1.7,2,119.7,0
2024-07-04 00:47:14,5,64,18,79,15.7,1001.7,993.1,0.7,1.4,13,119.7,0
2024-07-04 00:52:14,5,64,18,79,15.6,1001.6,993,0.3,0.7,6,119.7,0
2024-07-04 00:57:14,5,64,17.9,80,15.5,1001.8,993.2,0.3,0.7,0,119.7,0
2024-07-04 01:02:14,5,64,17.9,80,15.4,1001.8,993.2,0.3,0.7,4,119.7,0
2024-07-04 01:07:14,5,64,17.9,80,15.3,1001.6,993,0,0.7,2,119.7,0
2024-07-04 01:12:14,5,63,17.8,80,15.2,1001.9,993.3,0.7,1,0,119.7,0
2024-07-04 01:17:14,5,63,17.8,80,15.1,1001.9,993.3,0.3,0.7,3,119.7,0
2024-07-04 01:22:14,5,63,17.7,80,15.1,1001.9,993.3,0,0.7,0,119.7,0
2024-07-04 01:27:14,5,63,17.7,79,15,1002,993.4,0.7,1.4,2,119.7,0
2024-07-04 01:32:14,5,63,17.6,79,15,1002,993.4,0.7,1,4,119.7,0
2024-07-04 01:37:14,5,63,17.6,79,14.9,1002.2,993.6,0.3,0.7,2,119.7,0
2024-07-04 01:42:14,5,63,17.5,79,14.9,1002.3,993.7,0.3,1,2,119.7,0
2024-07-04 01:47:14,5,63,17.5,79,14.8,1002.2,993.6,0.7,1,2,119.7,0
2024-07-04 01:52:14,5,63,17.5,79,14.8,1002.2,993.6,0.7,1.4,0,119.7,0
2024-07-04 01:57:14,5,63,17.4,78,14.8,1002.1,993.5,0.7,1,2,119.7,0
2024-07-04 02:02:14,5,63,17.3,78,14.7,1002.1,993.5,0.7,1.7,1,119.7,0
2024-07-04 02:07:14,5,63,17.3,78,14.7,1002.4,993.8,0.3,0.7,2,119.7,0
2024-07-04 02:12:14,5,62,17.3,78,14.6,1002.3,993.7,0.3,0.7,4,119.7,0
2024-07-04 02:17:14,5,62,17.2,77,14.6,1002.5,993.9,0.3,0.7,2,119.7,0
2024-07-04 02:22:14,5,62,17.2,78,14.6,1002.5,993.9,1.4,1.7,4,119.7,0
2024-07-04 02:27:14,5,62,17.1,78,14.5,1002.6,994,0.3,0.7,2,119.7,0
2024-07-04 02:32:14,5,62,17,77,14.5,1002.6,994,0,0.3,6,119.7,0
2024-07-04 02:37:14,5,62,17,77,14.4,1002.6,994,0.7,1,6,119.7,0
