0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,1827,1024,0
51,1402,1125,1
52,1636,1348,0
53,1235,961,0
54,1569,1318,0
55,1243,1007,1
56,1510,1204,4
57,1196,964,2
58,1578,1168,1
59,1176,1032,3
60,1405,1210,3
61,1121,945,2
62,1366,1114,2
63,1240,1003,2
64,1379,1140,2
65,1061,869,1
66,1275,1042,3
67,1144,859,0
68,1330,1170,2
69,980,763,4
70,1250,1065,2
71,1005,851,2
72,1226,1010,5
73,1006,759,3
74,1224,1003,1
75,996,820,1
76,1097,984,3
77,885,741,6
78,1129,947,4
79,944,743,1
80,1106,927,4
81,861,684,3
82,1102,913,2
83,806,742,4
84,1017,884,3
85,818,672,2
86,1019,875,1
87,884,678,2
88,1066,831,0
89,787,656,3
90,995,839,1
91,784,664,2
92,921,746,1
93,723,605,1
94,931,800,6
95,699,567,0
96,887,768,1
97,709,602,3
98,894,742,2
99,727,570,0
100,812,760,2
101,621,537,1
102,847,667,5
103,723,603,2
104,834,611,4
105,671,560,2
106,800,644,1
107,691,571,0
108,798,680,2
109,661,560,3
110,795,650,1
111,627,515,4
112,688,611,2
113,563,522,0
114,767,665,4
115,611,556,2
116,751,649,1
117,592,466,3
118,733,598,1
119,559,497,2
120,721,557,2
121,579,444,4
122,695,571,1
123,585,459,2
124,672,519,0
125,490,504,0
126,670,508,1
127,2051,1671,2
128,627,577,2
129,539,426,2
130,596,519,0
131,484,402,3
132,582,508,1
133,489,403,5
134,583,512,2
135,497,375,1
136,579,469,4
137,432,355,1
138,566,471,2
139,458,407,1
140,539,455,3
141,427,363,0
142,504,494,1
143,432,362,2
144,522,460,0
145,401,342,0
146,518,465,5
147,420,343,1
148,453,417,3
149,359,346,4
150,442,433,2
151,395,333,1
152,448,416,2
153,349,280,1
154,407,379,3
155,355,340,5
156,422,356,3
157,317,283,1
158,418,370,1
159,280,243,2
160,391,335,2
161,297,251,6
162,332,326,0
163,282,299,1
164,317,289,4
165,236,238,3
166,259,291,4
167,261,272,0
168,292,289,1
169,240,257,2
170,286,317,4
171,233,253,5
172,267,283,3
173,195,223,3
174,235,252,5
175,227,243,2
176,252,293,0
177,233,190,4
178,267,275,5
179,245,250,6
180,282,320,4
181,201,264,1
182,306,345,3
183,264,288,5
184,313,335,2
185,252,286,2
186,349,352,6
187,293,286,9
188,377,379,6
189,277,295,7
190,372,409,2
191,335,391,7
192,405,416,5
193,303,303,11
194,362,394,8
195,299,320,13
196,372,384,7
197,290,305,11
198,326,352,8
199,293,269,4
200,359,353,8
201,287,283,7
202,355,364,8
203,293,277,5
204,341,346,15
205,258,226,9
206,301,355,8
207,273,283,9
208,314,341,9
209,226,236,8
210,318,303,13
211,292,261,15
212,312,296,11
213,244,262,17
214,290,315,21
215,251,248,9
216,309,318,11
217,247,247,12
218,260,270,15
219,260,237,18
220,271,273,11
221,218,212,13
222,254,259,13
223,197,180,16
224,262,254,20
225,186,202,16
226,254,265,18
227,215,225,16
228,250,264,18
